state,district,market
Andhra Pradesh,Vijayanagaram,"R and B Guest House,RBZ,Vizianagaram APMC"
Andhra Pradesh,Vijayanagaram,"Ring Road Jn.,RBZ, Vizianagaram APMC"
Andhra Pradesh,Vijayanagaram,Saluru APMC
Andhra Pradesh,Vijayanagaram,Vijayanagaram APMC
Andhra Pradesh,Vijayanagaram,Vijayanagaram(Rythu Bazar) APMC
Andhra Pradesh,Visakhapatnam,"Akkaiahpalem,RBZ,Visakhapatnam APMC"
Andhra Pradesh,Visakhapatnam,Anakapally APMC
Andhra Pradesh,Visakhapatnam,Bheemunipatnam APMC
Andhra Pradesh,Visakhapatnam,Bhimunipatnam APMC
Andhra Pradesh,Visakhapatnam,Chintapally APMC
Andhra Pradesh,Visakhapatnam,Chodavaram APMC
Andhra Pradesh,Visakhapatnam,"Gajuwaka,RBZ,Visakhapatnam APMC"
Andhra Pradesh,Visakhapatnam,"Gopala Patnam Cent.,RBZ,Visakhapatnam APMC"
Andhra Pradesh,Visakhapatnam,"Kancharlapalem,RBZ APMC"
Andhra Pradesh,Visakhapatnam,"M.V.P.Colony,RBZ,Visakhapatnam APMC"
Andhra Pradesh,Visakhapatnam,"Marripalem,RBZ,Visakhapatnam APMC"
Andhra Pradesh,Visakhapatnam,"Mulagada,Visakhapatnam APMC"
Andhra Pradesh,Visakhapatnam,Narsipatnam APMC
Andhra Pradesh,Visakhapatnam,Paderu APMC
Andhra Pradesh,Visakhapatnam,"Pedagantiyada,RBZ,Visakhapatnam APMC"
Andhra Pradesh,Visakhapatnam,"Peddavaltair,RBZ,Visakhapatnam APMC"
Andhra Pradesh,Visakhapatnam,"Pendurthi,RBZ APMC"
Andhra Pradesh,Visakhapatnam,"Seethammadhara,RBZ,Visakhapatnam APMC"
Andhra Pradesh,Visakhapatnam,Visakhapatnam APMC
Andhra Pradesh,Visakhapatnam,Yellamanchili APMC
Andhra Pradesh,West Godavari,Achanta APMC
Andhra Pradesh,West Godavari,Akiveedu APMC
Andhra Pradesh,West Godavari,Attili APMC
Andhra Pradesh,West Godavari,Bhimadole APMC
Andhra Pradesh,West Godavari,Bhimavaram APMC
Andhra Pradesh,West Godavari,Chintalapudi APMC
Andhra Pradesh,West Godavari,Denduluru APMC
Andhra Pradesh,West Godavari,Eluru APMC
Andhra Pradesh,West Godavari,"Eluru(P.Sri.Mkt),RBZ APMC"
Andhra Pradesh,West Godavari,"Eluru-II,RBZ APMC"
Andhra Pradesh,West Godavari,Gopalavaram APMC
Andhra Pradesh,West Godavari,Kovvur APMC
Andhra Pradesh,West Godavari,Narsapuram APMC
Andhra Pradesh,West Godavari,Nidadavolu APMC
Andhra Pradesh,West Godavari,Palakole APMC
Andhra Pradesh,West Godavari,Penugonda APMC
Andhra Pradesh,West Godavari,Polavaram APMC
Andhra Pradesh,West Godavari,Tadepalligudem APMC
Andhra Pradesh,West Godavari,Tanuku APMC
Andhra Pradesh,West Godavari,Undi APMC
Andhra Pradesh,West Godavari,Ungatur APMC
Andhra Pradesh,Annamayya,Angallu APMC
Andhra Pradesh,Annamayya,Valmikipuram APMC
Andhra Pradesh,Tirupathi,B.N.Kandriga APMC
Andhra Pradesh,Tirupathi,Chandragiri APMC
Andhra Pradesh,Tirupathi,Thiruchanur APMC
Andhra Pradesh,Palnadu,Durgi APMC
Andhra Pradesh,Palnadu,Gurazala APMC
Andhra Pradesh,Palnadu,Rajupalem APMC
Andhra Pradesh,Palnadu,Rompicherla APMC
Andhra Pradesh,Sri Sathya Sai,Gorantla APMC
Andhra Pradesh,Sri Sathya Sai,Puttaparthi APMC
Andhra Pradesh,Anakapalli,Madygula APMC
Andhra Pradesh,Anakapalli,Payakaraopeta APMC
Andhra Pradesh,Nandyal,Panyam APMC
Andhra Pradesh,Bapatla,Vemuru APMC
Andhra Pradesh,Alluri Sitharama Raju,Araku Valley APMC
Andhra Pradesh,Alluri Sitharama Raju,Rampachodvaram APMC
Arunachal Pradesh,Changlang,Miao APMC
Arunachal Pradesh,East Kameng,Seppa APMC
Arunachal Pradesh,East Siang,Pasighat APMC
Arunachal Pradesh,Kurung Kummey,
Arunachal Pradesh,Lohit,Anjaw APMC
Arunachal Pradesh,Lohit,Tezu APMC
Arunachal Pradesh,Lower Dibang Valley,Roing APMC
Arunachal Pradesh,Lower Subansiri,Ziro APMC
Arunachal Pradesh,Papum Pore,Kurung Kumey APMC
Arunachal Pradesh,Papum Pore,Naharlagun APMC
Arunachal Pradesh,Tawang,Tawang APMC
Arunachal Pradesh,Tirap,Khonsa APMC
Arunachal Pradesh,Upper Siang,Yingkiong APMC
Arunachal Pradesh,Upper Subansiri,Daporijo APMC
Arunachal Pradesh,West Kameng,Bomdila APMC
Arunachal Pradesh,West Siang,Along APMC
Assam,Sribhumi,Banga Bazaar APMC
Assam,Sribhumi,Santar Bazaar APMC
Assam,Hojai,Gandhimaidan APMC
Assam,Barpeta,Alupatty Char APMC
Assam,Barpeta,Barpeta Road APMC
Assam,Barpeta,Bohorihat APMC
Assam,Barpeta,Howly APMC
Assam,Barpeta,Mandia APMC
Assam,Bongaigaon,Bijni APMC
Assam,Bongaigaon,Bongiagaon APMC
Assam,Cachar,Bhaga APMC
Assam,Cachar,Fatakbazar APMC
Assam,Cachar,Gobindapur APMC
Assam,Cachar,Kashipur APMC
Assam,Cachar,Koroikandi APMC
Assam,Cachar,Lakhipur APMC
Assam,Cachar,Sonabarighat APMC
Assam,Darrang,Balugaon APMC
Assam,Darrang,Banglagarh APMC
Assam,Darrang,Besimari APMC
Assam,Darrang,Kharupetia APMC
Assam,Darrang,Tangni APMC
Assam,Dhemaji,Dhemaji APMC
Assam,Dhemaji,Silapathar APMC
Assam,Dhubri,Bilasipara APMC
Assam,Dhubri,Chapar APMC
Assam,Dhubri,Dhubri APMC
Assam,Dhubri,Gauripur APMC
Assam,Dibrugarh,Dibrugarh APMC
Assam,Goalpara,Darangiri Banana Market APMC
Assam,Goalpara,Goalpara APMC
Assam,Goalpara,Jaleswar APMC
Assam,Goalpara,Krishnai APMC
Assam,Goalpara,Lakhipur APMC
Assam,Goalpara,Simlitola APMC
Assam,Goalpara,Sonari APMC
Assam,Golaghat,Dergaon APMC
Assam,Golaghat,Golaghat APMC
Assam,Golaghat,Gomariguri APMC
Assam,Golaghat,Sarupathar APMC
Assam,Hailakandi,Ainakhal APMC
Assam,Hailakandi,Algapur APMC
Assam,Hailakandi,Harbartganj APMC
Assam,Jorhat,Jorhat APMC
Assam,Jorhat,Mariani APMC
Assam,Jorhat,Titabor APMC
Assam,Kamrup,Brahmaputra Private Market APMC
Assam,Kamrup,Fancy Bazaar APMC
Assam,Kamrup,Goreswar APMC
Assam,Kamrup,P.O. Uparhali Guwahati APMC
Assam,Kamrup,Pamohi(Garchuk) APMC
Assam,Kamrup,Rangia Sub-Divisional Market Committee APMC
Assam,Kamrup,Sontoli APMC
Assam,Karbi Anglong,Diphu APMC
Assam,Karbi Anglong,Manja APMC
Assam,Karbi Anglong,Sariahjan APMC
Assam,Karimganj,Karimganj APMC
Assam,Kokrajhar,Balajan Tiniali APMC
Assam,Kokrajhar,Dotma Bazar APMC
Assam,Kokrajhar,Gossaigaon APMC
Assam,Kokrajhar,Saraibil APMC
Assam,Kokrajhar,Serfanguri APMC
,,
Andhra Pradesh,Anantapur,Anantapur APMC
Andhra Pradesh,Anantapur,Dharmavaram APMC
Andhra Pradesh,Anantapur,Gooti APMC
Andhra Pradesh,Anantapur,Guntakal APMC
Andhra Pradesh,Anantapur,Hindupur APMC
Andhra Pradesh,Anantapur,Kadiri APMC
Andhra Pradesh,Anantapur,Kalyandurg APMC
Andhra Pradesh,Anantapur,Madakasira APMC
Andhra Pradesh,Anantapur,"P. Ramacharyulu Park,RBZ APMC"
Andhra Pradesh,Anantapur,Penukonda APMC
Andhra Pradesh,Anantapur,RAYADURG APMC
Andhra Pradesh,Anantapur,Rapthadu APMC
Andhra Pradesh,Anantapur,Singanamala APMC
Andhra Pradesh,Anantapur,Tadipatri APMC
Andhra Pradesh,Anantapur,Tenakallu APMC
Andhra Pradesh,Anantapur,Urvakonda APMC
Andhra Pradesh,Chittor,Bangarupalyam APMC
Andhra Pradesh,Chittor,Chittoor APMC
Andhra Pradesh,Chittor,Chittor(Rythu Bazar) APMC
Andhra Pradesh,Chittor,Kalikiri APMC
Andhra Pradesh,Chittor,Kuppam APMC
Andhra Pradesh,Chittor,Madanapalli APMC
Andhra Pradesh,Chittor,Mulakalacheruvu APMC
Andhra Pradesh,Chittor,Nagalapuram APMC
Andhra Pradesh,Chittor,Nagari APMC
Andhra Pradesh,Chittor,Pakala APMC
Andhra Pradesh,Chittor,Palamaner APMC
Andhra Pradesh,Chittor,Penumuru APMC
Andhra Pradesh,Chittor,Piler APMC
Andhra Pradesh,Chittor,Punganur APMC
Andhra Pradesh,Chittor,Puttur APMC
Andhra Pradesh,Chittor,Rompicherla APMC
Andhra Pradesh,Chittor,S.R.Puram APMC
Andhra Pradesh,Chittor,Somala APMC
Andhra Pradesh,Chittor,Srikalahasti APMC
Andhra Pradesh,Chittor,Thambalapalli APMC
Andhra Pradesh,Chittor,Thottambedu APMC
Andhra Pradesh,Chittor,Tirupati APMC
Andhra Pradesh,Chittor,V.Kota Mkt.Yard APMC
Andhra Pradesh,Chittor,Vayalapadu APMC
Andhra Pradesh,Chittor,Vepanjari APMC
Andhra Pradesh,Cuddapah,Badvel APMC
Andhra Pradesh,Cuddapah,Cuddapah APMC
Andhra Pradesh,Cuddapah,Jammalamadugu APMC
Andhra Pradesh,Cuddapah,Kamalapuram APMC
Andhra Pradesh,Cuddapah,Koduru APMC
Andhra Pradesh,Cuddapah,Lakkireddipally APMC
Andhra Pradesh,Cuddapah,Mydukur APMC
Andhra Pradesh,Cuddapah,Proddatur APMC
Andhra Pradesh,Cuddapah,"Proddatur,RBZ APMC"
Andhra Pradesh,Cuddapah,Pulivendala APMC
Andhra Pradesh,Cuddapah,Rajampet APMC
Andhra Pradesh,Cuddapah,Rayachoti APMC
Andhra Pradesh,Cuddapah,Siddavatam APMC
Andhra Pradesh,Cuddapah,Siddout APMC
Andhra Pradesh,Cuddapah,Simhadhripuram APMC
Andhra Pradesh,Cuddapah,Yerraguntla APMC
Andhra Pradesh,East Godavari,Alamuru APMC
Andhra Pradesh,East Godavari,Allavaram APMC
Andhra Pradesh,East Godavari,"Amalapuram(Mpl. Gate),RBZ APMC"
Andhra Pradesh,East Godavari,Ambajipeta APMC
Andhra Pradesh,East Godavari,Anaparthy APMC
Andhra Pradesh,East Godavari,"Ganesh Chouk,Rajahmundry,RBZ APMC"
Andhra Pradesh,East Godavari,Jaggampet APMC
Andhra Pradesh,East Godavari,Kakinada APMC
Andhra Pradesh,East Godavari,"Kakinada(R.T.C) ,RBZ APMC"
Andhra Pradesh,East Godavari,Karapa APMC
Andhra Pradesh,East Godavari,Kothapeta APMC
Andhra Pradesh,East Godavari,Mandapeta APMC
Andhra Pradesh,East Godavari,Mummidivaram APMC
Andhra Pradesh,East Godavari,Nagaram APMC
Andhra Pradesh,East Godavari,Peddapuram APMC
Andhra Pradesh,East Godavari,Pithapuram APMC
Andhra Pradesh,East Godavari,Prattipadu APMC
Andhra Pradesh,East Godavari,Rajahmundry APMC
Andhra Pradesh,East Godavari,"Rajahmundry(Nataraj),RBZ APMC"
Andhra Pradesh,East Godavari,Rajanagaram APMC
Andhra Pradesh,East Godavari,Ramachandrapuram APMC
Andhra Pradesh,East Godavari,"Ravulapalem(MY),RBZ APMC"
Andhra Pradesh,East Godavari,Ravulapelem APMC
Andhra Pradesh,East Godavari,Razole APMC
Andhra Pradesh,East Godavari,Samalkot APMC
Andhra Pradesh,East Godavari,Sampara APMC
Andhra Pradesh,East Godavari,Tellarevu APMC
Andhra Pradesh,East Godavari,Tuni APMC
Andhra Pradesh,Guntur,Bapatla APMC
Andhra Pradesh,Guntur,"CSMLS Point, ,RBZ,Guntur APMC"
Andhra Pradesh,Guntur,Chilakaluripet APMC
Andhra Pradesh,Guntur,Duggirala APMC
Andhra Pradesh,Guntur,"Gandhi Irvin Park(Tenali),RBZ APMC"
Andhra Pradesh,Guntur,Guntur APMC
Andhra Pradesh,Guntur,Ipur APMC
Andhra Pradesh,Guntur,Krosuru APMC
Andhra Pradesh,Guntur,Kuchinapudi APMC
Andhra Pradesh,Guntur,Macharla APMC
Andhra Pradesh,Guntur,Mangalagiri APMC
Andhra Pradesh,Guntur,"Mangalagiri(SLNS Temple),RBZ APMC"
Andhra Pradesh,Guntur,Narasaraopet APMC
Andhra Pradesh,Guntur,"Nr. Co-op Central Bank(Ten),RBZ APMC"
Andhra Pradesh,Guntur,"Opp:Swami Theatre, ,RBZ,Guntur APMC"
Andhra Pradesh,Guntur,Phirangipuram APMC
Andhra Pradesh,Guntur,Pidugurala APMC
Andhra Pradesh,Guntur,Pidugurala(Palnadu) APMC
Andhra Pradesh,Guntur,Ponnur APMC
Andhra Pradesh,Guntur,Prathipadu APMC
Andhra Pradesh,Guntur,Repalli APMC
Andhra Pradesh,Guntur,Sattenapalli APMC
Andhra Pradesh,Guntur,Tadikonda APMC
Andhra Pradesh,Guntur,Tenali APMC
Andhra Pradesh,Guntur,Vinukonda APMC
Andhra Pradesh,Krishna,"Bapulapadu,RBZ APMC"
Andhra Pradesh,Krishna,Divi APMC
Andhra Pradesh,Krishna,Gannavaram APMC
Andhra Pradesh,Krishna,Ghantsala HQ Kodali APMC
Andhra Pradesh,Krishna,Gudiwada APMC
Andhra Pradesh,Krishna,Gudlavalleru APMC
Andhra Pradesh,Krishna,Jaggayyapeta APMC
Andhra Pradesh,Krishna,Kaikaluru APMC
Andhra Pradesh,Krishna,Kalidindi APMC
Andhra Pradesh,Krishna,Kanchekacherla APMC
Andhra Pradesh,Krishna,"Kedareshwari peta, Vijayawada,RBZ APMC"
Andhra Pradesh,Krishna,Machilipatnam APMC
Andhra Pradesh,Krishna,Malleswaram APMC
Andhra Pradesh,Krishna,Movva Hqs APMC
Andhra Pradesh,Krishna,Mylavaram APMC
Andhra Pradesh,Krishna,Nandigama APMC
Andhra Pradesh,Krishna,Nuzvid APMC
Andhra Pradesh,Krishna,Pamarru APMC
Andhra Pradesh,Krishna,"Patamata,RBZ APMC"
Andhra Pradesh,Krishna,Pedana APMC
Andhra Pradesh,Krishna,Penamaluru APMC
Andhra Pradesh,Krishna,Tiruvuru APMC
Andhra Pradesh,Krishna,Vijayawada APMC
Andhra Pradesh,Krishna,"Vijayawada(S.Maidan),RBZ APMC"
Andhra Pradesh,Krishna,Vuyyur APMC
Andhra Pradesh,Kurnool,"A.A.Nagar,Kurnool,RBZ APMC"
Andhra Pradesh,Kurnool,Adoni APMC
Andhra Pradesh,Kurnool,Allagadda APMC
Andhra Pradesh,Kurnool,Alur APMC
Andhra Pradesh,Kurnool,Atmakur APMC
Andhra Pradesh,Kurnool,Banaganapalli APMC
Andhra Pradesh,Kurnool,"C.Camp,RBZ APMC"
Andhra Pradesh,Kurnool,Dhone APMC
Andhra Pradesh,Kurnool,Kodumur APMC
Andhra Pradesh,Kurnool,Koilkunta APMC
Andhra Pradesh,Kurnool,"Kothpet,RBZ APMC"
Andhra Pradesh,Kurnool,Kurnool APMC
Andhra Pradesh,Kurnool,Kurnool(Rythu Bazar) APMC
Andhra Pradesh,Kurnool,Mantralayam APMC
Andhra Pradesh,Kurnool,Nandikotkur APMC
Andhra Pradesh,Kurnool,Nandyal APMC
Andhra Pradesh,Kurnool,Pattikonda APMC
Andhra Pradesh,Kurnool,Yemmiganur APMC
Andhra Pradesh,Nellore,Atmakur(SPS) APMC
Andhra Pradesh,Nellore,"Fatehkhanpet,RBZ APMC"
Andhra Pradesh,Nellore,Gudur APMC
Andhra Pradesh,Nellore,Kavali APMC
Andhra Pradesh,Nellore,Kovur APMC
Andhra Pradesh,Nellore,Naidupet APMC
Andhra Pradesh,Nellore,Nellore APMC
Andhra Pradesh,Nellore,"Nellore(Play Ground),RBZ APMC"
Andhra Pradesh,Nellore,Rapur APMC
Andhra Pradesh,Nellore,Sarvepalli APMC
Andhra Pradesh,Nellore,Sullurpet APMC
Andhra Pradesh,Nellore,Udayagiri APMC
Andhra Pradesh,Nellore,Vakadu APMC
Andhra Pradesh,Nellore,Venkatagiri APMC
Andhra Pradesh,Prakasam,Addanki APMC
Andhra Pradesh,Prakasam,Chirala APMC
Andhra Pradesh,Prakasam,Cumbum(AP) APMC
Andhra Pradesh,Prakasam,Darsi APMC
Andhra Pradesh,Prakasam,"Dibbala Bazar,RBZ APMC"
Andhra Pradesh,Prakasam,Giddalur APMC
Andhra Pradesh,Prakasam,Kandukur APMC
Andhra Pradesh,Prakasam,Kanigiri APMC
Andhra Pradesh,Prakasam,Kondapi APMC
Andhra Pradesh,Prakasam,"Kothapatnam B.Stand,RBZ APMC"
Andhra Pradesh,Prakasam,"Lawyer pet (Sai tmpl),RBZ APMC"
Andhra Pradesh,Prakasam,Maddipadu APMC
Andhra Pradesh,Prakasam,Markapur APMC
Andhra Pradesh,Prakasam,Martur APMC
Andhra Pradesh,Prakasam,Ongole APMC
Andhra Pradesh,Prakasam,Ongole(Rythu Bazar) APMC
Andhra Pradesh,Prakasam,Parchur APMC
Andhra Pradesh,Prakasam,Podili APMC
Andhra Pradesh,Prakasam,Santhamaguluru APMC
Andhra Pradesh,Prakasam,Yerragondapalem APMC
Andhra Pradesh,Srikakulam,Amadalavalasa APMC
Andhra Pradesh,Srikakulam,Etcherla APMC
Andhra Pradesh,Srikakulam,Hiramandalam APMC
Andhra Pradesh,Srikakulam,Ichapuram APMC
Andhra Pradesh,Srikakulam,Jalumuru APMC
Andhra Pradesh,Srikakulam,Kanchili APMC
Andhra Pradesh,Srikakulam,Kothabommali APMC
Andhra Pradesh,Srikakulam,Narasannapet APMC
Andhra Pradesh,Srikakulam,Palakonda APMC
Andhra Pradesh,Srikakulam,Palasa APMC
Andhra Pradesh,Srikakulam,Pathapatnam APMC
Andhra Pradesh,Srikakulam,Ponduru APMC
Andhra Pradesh,Srikakulam,Rajam APMC
Andhra Pradesh,Srikakulam,Sompeta APMC
Andhra Pradesh,Srikakulam,Srikakulam APMC
Andhra Pradesh,Srikakulam,Tekkali APMC
Andhra Pradesh,Vijayanagaram,Bobbili APMC
Andhra Pradesh,Vijayanagaram,Chipurupalli APMC
Andhra Pradesh,Vijayanagaram,Gajapathinagaram APMC
Andhra Pradesh,Vijayanagaram,Kothavalasa APMC
Andhra Pradesh,Vijayanagaram,Kurupam APMC
Andhra Pradesh,Vijayanagaram,Merakamudidam APMC
Andhra Pradesh,Vijayanagaram,"Old Maharaj Hospital,RBZ,Vizianagaram APMC"
Andhra Pradesh,Vijayanagaram,Parvathipuram APMC
Andhra Pradesh,Vijayanagaram,Pusapatirega APMC
Andhra Pradesh,Vijayanagaram,"R and B Guest House,RBZ,Vizianagaram APMC"
Andhra Pradesh,Vijayanagaram,"Ring Road Jn.,RBZ, Vizianagaram APMC"
Andhra Pradesh,Vijayanagaram,Saluru APMC
Andhra Pradesh,Vijayanagaram,Vijayanagaram APMC
Andhra Pradesh,Vijayanagaram,Vijayanagaram(Rythu Bazar) APMC
Andhra Pradesh,Visakhapatnam,"Akkaiahpalem,RBZ,Visakhapatnam APMC"
Andhra Pradesh,Visakhapatnam,Anakapally APMC
Andhra Pradesh,Visakhapatnam,Bheemunipatnam APMC
Andhra Pradesh,Visakhapatnam,Bhimunipatnam APMC
Andhra Pradesh,Visakhapatnam,Chintapally APMC
Andhra Pradesh,Visakhapatnam,Chodavaram APMC
Andhra Pradesh,Visakhapatnam,"Gajuwaka,RBZ,Visakhapatnam APMC"
Andhra Pradesh,Visakhapatnam,"Gopala Patnam Cent.,RBZ,Visakhapatnam APMC"
Andhra Pradesh,Visakhapatnam,"Kancharlapalem,RBZ APMC"
Andhra Pradesh,Visakhapatnam,"M.V.P.Colony,RBZ,Visakhapatnam APMC"
Andhra Pradesh,Visakhapatnam,"Marripalem,RBZ,Visakhapatnam APMC"
Andhra Pradesh,Visakhapatnam,"Mulagada,Visakhapatnam APMC"
Andhra Pradesh,Visakhapatnam,Narsipatnam APMC
Andhra Pradesh,Visakhapatnam,Paderu APMC
Andhra Pradesh,Visakhapatnam,"Pedagantiyada,RBZ,Visakhapatnam APMC"
Andhra Pradesh,Visakhapatnam,"Peddavaltair,RBZ,Visakhapatnam APMC"
Andhra Pradesh,Visakhapatnam,"Pendurthi,RBZ APMC"
Andhra Pradesh,Visakhapatnam,"Seethammadhara,RBZ,Visakhapatnam APMC"
Andhra Pradesh,Visakhapatnam,Visakhapatnam APMC
Andhra Pradesh,Visakhapatnam,Yellamanchili APMC
Andhra Pradesh,West Godavari,Achanta APMC
Andhra Pradesh,West Godavari,Akiveedu APMC
Andhra Pradesh,West Godavari,Attili APMC
Andhra Pradesh,West Godavari,Bhimadole APMC
Andhra Pradesh,West Godavari,Bhimavaram APMC
Andhra Pradesh,West Godavari,Chintalapudi APMC
Andhra Pradesh,West Godavari,Denduluru APMC
Andhra Pradesh,West Godavari,Eluru APMC
Andhra Pradesh,West Godavari,"Eluru(P.Sri.Mkt),RBZ APMC"
Andhra Pradesh,West Godavari,"Eluru-II,RBZ APMC"
Andhra Pradesh,West Godavari,Gopalavaram APMC
Andhra Pradesh,West Godavari,Kovvur APMC
Andhra Pradesh,West Godavari,Narsapuram APMC
Andhra Pradesh,West Godavari,Nidadavolu APMC
Andhra Pradesh,West Godavari,Palakole APMC
Andhra Pradesh,West Godavari,Penugonda APMC
Andhra Pradesh,West Godavari,Polavaram APMC
Andhra Pradesh,West Godavari,Tadepalligudem APMC
Andhra Pradesh,West Godavari,Tanuku APMC
Andhra Pradesh,West Godavari,Undi APMC
Andhra Pradesh,West Godavari,Ungatur APMC
Andhra Pradesh,Annamayya,Angallu APMC
Andhra Pradesh,Annamayya,Valmikipuram APMC
Andhra Pradesh,Tirupathi,B.N.Kandriga APMC
Andhra Pradesh,Tirupathi,Chandragiri APMC
Andhra Pradesh,Tirupathi,Thiruchanur APMC
Andhra Pradesh,Palnadu,Durgi APMC
Andhra Pradesh,Palnadu,Gurazala APMC
Andhra Pradesh,Palnadu,Rajupalem APMC
Andhra Pradesh,Palnadu,Rompicherla APMC
Andhra Pradesh,Sri Sathya Sai,Gorantla APMC
Andhra Pradesh,Sri Sathya Sai,Puttaparthi APMC
Andhra Pradesh,Anakapalli,Madygula APMC
Andhra Pradesh,Anakapalli,Payakaraopeta APMC
Andhra Pradesh,Nandyal,Panyam APMC
Andhra Pradesh,Bapatla,Vemuru APMC
Andhra Pradesh,Alluri Sitharama Raju,Araku Valley APMC
Andhra Pradesh,Alluri Sitharama Raju,Rampachodvaram APMC
Arunachal Pradesh,Changlang,Miao APMC
Arunachal Pradesh,East Kameng,Seppa APMC
Arunachal Pradesh,East Siang,Pasighat APMC
Arunachal Pradesh,Kurung Kummey,
Arunachal Pradesh,Lohit,Anjaw APMC
Arunachal Pradesh,Lohit,Tezu APMC
Arunachal Pradesh,Lower Dibang Valley,Roing APMC
,,
Andhra Pradesh,Anantapur,Anantapur APMC
Andhra Pradesh,Anantapur,Dharmavaram APMC
Andhra Pradesh,Anantapur,Gooti APMC
Andhra Pradesh,Anantapur,Guntakal APMC
Andhra Pradesh,Anantapur,Hindupur APMC
Andhra Pradesh,Anantapur,Kadiri APMC
Andhra Pradesh,Anantapur,Kalyandurg APMC
Andhra Pradesh,Anantapur,Madakasira APMC
Andhra Pradesh,Anantapur,"P. Ramacharyulu Park,RBZ APMC"
Andhra Pradesh,Anantapur,Penukonda APMC
Andhra Pradesh,Anantapur,RAYADURG APMC
Andhra Pradesh,Anantapur,Rapthadu APMC
Andhra Pradesh,Anantapur,Singanamala APMC
Andhra Pradesh,Anantapur,Tadipatri APMC
Andhra Pradesh,Anantapur,Tenakallu APMC
Andhra Pradesh,Anantapur,Urvakonda APMC
Andhra Pradesh,Chittor,Bangarupalyam APMC
Andhra Pradesh,Chittor,Chittoor APMC
Andhra Pradesh,Chittor,Chittor(Rythu Bazar) APMC
Andhra Pradesh,Chittor,Kalikiri APMC
Andhra Pradesh,Chittor,Kuppam APMC
Andhra Pradesh,Chittor,Madanapalli APMC
Andhra Pradesh,Chittor,Mulakalacheruvu APMC
Andhra Pradesh,Chittor,Nagalapuram APMC
Andhra Pradesh,Chittor,Nagari APMC
Andhra Pradesh,Chittor,Pakala APMC
Andhra Pradesh,Chittor,Palamaner APMC
Andhra Pradesh,Chittor,Penumuru APMC
Andhra Pradesh,Chittor,Piler APMC
Andhra Pradesh,Chittor,Punganur APMC
Andhra Pradesh,Chittor,Puttur APMC
Andhra Pradesh,Chittor,Rompicherla APMC
Andhra Pradesh,Chittor,S.R.Puram APMC
Andhra Pradesh,Chittor,Somala APMC
Andhra Pradesh,Chittor,Srikalahasti APMC
Andhra Pradesh,Chittor,Thambalapalli APMC
Andhra Pradesh,Chittor,Thottambedu APMC
Andhra Pradesh,Chittor,Tirupati APMC
Andhra Pradesh,Chittor,V.Kota Mkt.Yard APMC
Andhra Pradesh,Chittor,Vayalapadu APMC
Andhra Pradesh,Chittor,Vepanjari APMC
Andhra Pradesh,Cuddapah,Badvel APMC
Andhra Pradesh,Cuddapah,Cuddapah APMC
Andhra Pradesh,Cuddapah,Jammalamadugu APMC
Andhra Pradesh,Cuddapah,Kamalapuram APMC
Andhra Pradesh,Cuddapah,Koduru APMC
Andhra Pradesh,Cuddapah,Lakkireddipally APMC
Andhra Pradesh,Cuddapah,Mydukur APMC
Andhra Pradesh,Cuddapah,Proddatur APMC
Andhra Pradesh,Cuddapah,"Proddatur,RBZ APMC"
Andhra Pradesh,Cuddapah,Pulivendala APMC
Andhra Pradesh,Cuddapah,Rajampet APMC
Andhra Pradesh,Cuddapah,Rayachoti APMC
Andhra Pradesh,Cuddapah,Siddavatam APMC
Andhra Pradesh,Cuddapah,Siddout APMC
Andhra Pradesh,Cuddapah,Simhadhripuram APMC
Andhra Pradesh,Cuddapah,Yerraguntla APMC
Andhra Pradesh,East Godavari,Alamuru APMC
Andhra Pradesh,East Godavari,Allavaram APMC
Andhra Pradesh,East Godavari,"Amalapuram(Mpl. Gate),RBZ APMC"
Andhra Pradesh,East Godavari,Ambajipeta APMC
Andhra Pradesh,East Godavari,Anaparthy APMC
Andhra Pradesh,East Godavari,"Ganesh Chouk,Rajahmundry,RBZ APMC"
Andhra Pradesh,East Godavari,Jaggampet APMC
Andhra Pradesh,East Godavari,Kakinada APMC
Andhra Pradesh,East Godavari,"Kakinada(R.T.C) ,RBZ APMC"
Andhra Pradesh,East Godavari,Karapa APMC
Andhra Pradesh,East Godavari,Kothapeta APMC
Andhra Pradesh,East Godavari,Mandapeta APMC
Andhra Pradesh,East Godavari,Mummidivaram APMC
Andhra Pradesh,East Godavari,Nagaram APMC
Andhra Pradesh,East Godavari,Peddapuram APMC
Andhra Pradesh,East Godavari,Pithapuram APMC
Andhra Pradesh,East Godavari,Prattipadu APMC
Andhra Pradesh,East Godavari,Rajahmundry APMC
Andhra Pradesh,East Godavari,"Rajahmundry(Nataraj),RBZ APMC"
Andhra Pradesh,East Godavari,Rajanagaram APMC
Andhra Pradesh,East Godavari,Ramachandrapuram APMC
Andhra Pradesh,East Godavari,"Ravulapalem(MY),RBZ APMC"
Andhra Pradesh,East Godavari,Ravulapelem APMC
Andhra Pradesh,East Godavari,Razole APMC
Andhra Pradesh,East Godavari,Samalkot APMC
Andhra Pradesh,East Godavari,Sampara APMC
Andhra Pradesh,East Godavari,Tellarevu APMC
Andhra Pradesh,East Godavari,Tuni APMC
Andhra Pradesh,Guntur,Bapatla APMC
Andhra Pradesh,Guntur,"CSMLS Point, ,RBZ,Guntur APMC"
Andhra Pradesh,Guntur,Chilakaluripet APMC
